,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
201,48110.0,10448396,HZ187600,03/14/2016 10:15:00 AM,019XX S TRUMBULL AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,1024,10,24,29,5,1153729,1890276,2016,05/11/2016 03:48:18 PM,41.854752959,-87.711233594,"(41.854752959, -87.711233594)"
202,49845.0,10453021,HZ191743,03/18/2016 08:42:00 AM,017XX N LINDER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),1,0,2532,25,37,25,14,1139460,1911110,2016,05/11/2016 03:48:18 PM,41.912195867,-87.763099498,"(41.912195867, -87.763099498)"
203,49952.0,10454281,HZ193456,02/27/2016 03:45:00 PM,087XX S WALLACE ST,610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,0,0,2223,22,21,71,5,1173833,1846882,2016,05/11/2016 03:48:18 PM,41.735251905,-87.638730547,"(41.735251905, -87.638730547)"
204,49974.0,10457487,HZ196587,03/22/2016 10:45:00 AM,017XX N LINDER AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),1,0,2532,25,37,25,08B,,,2016,05/11/2016 03:48:18 PM,,,
205,50667.0,10482650,HZ222527,04/11/2016 11:30:00 PM,094XX S STATE ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,1,0,634,6,6,49,10,1177949,1842478,2016,05/11/2016 03:48:18 PM,41.723074622,-87.623784263,"(41.723074622, -87.623784263)"
206,51580.0,10489411,HZ230254,04/17/2016 10:30:00 PM,004XX S PULASKI RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,1,0,1132,11,24,26,10,1149797,1897617,2016,05/11/2016 03:48:18 PM,41.874974798,-87.725475051,"(41.874974798, -87.725475051)"
207,52036.0,10509540,HZ251013,05/04/2016 11:50:00 AM,009XX W 52ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,934,9,20,61,08B,1170742,1870351,2016,05/11/2016 03:50:55 PM,41.79972165,-87.64937099,"(41.79972165, -87.64937099)"
208,52102.0,10489796,HZ230652,04/18/2016 10:50:00 AM,051XX S WENTWORTH AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,POLICE FACILITY/VEH PARKING LOT,1,0,225,2,3,37,26,1175826,1871120,2016,05/11/2016 03:48:18 PM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)"
209,52277.0,10490124,HZ230827,02/02/2016 11:59:00 PM,073XX S MICHIGAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,1,0,323,3,6,69,26,,,2016,05/11/2016 03:48:18 PM,,,
210,52366.0,10495378,HZ235779,04/22/2016 11:21:00 AM,015XX S CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VACANT LOT/LAND,1,0,1021,10,24,29,15,1154286,1892167,2016,05/11/2016 03:48:18 PM,41.859930986,-87.709138696,"(41.859930986, -87.709138696)"
211,52498.0,10497151,HZ238475,04/24/2016 02:45:00 PM,026XX W CERMAK RD,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,1,0,1034,10,28,30,08A,1159029,1889294,2016,05/11/2016 03:48:18 PM,41.851951229,-87.691807185,"(41.851951229, -87.691807185)"
212,52562.0,10509543,HZ250999,05/04/2016 11:53:00 AM,071XX S WABASH AVE,460,BATTERY,SIMPLE,APARTMENT,0,0,323,3,6,69,08B,1177959,1857714,2016,05/11/2016 03:50:55 PM,41.764883809,-87.623287138,"(41.764883809, -87.623287138)"
213,52866.0,10498114,HZ239334,04/25/2016 11:10:00 AM,0000X W 35TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,0,0,211,2,3,35,11,1176725,1881799,2016,05/11/2016 03:48:18 PM,41.831003238,-87.627084778,"(41.831003238, -87.627084778)"
214,53019.0,10498554,HZ239907,04/15/2016 11:56:00 PM,007XX E 111TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,0,0,531,5,9,50,11,1183356,1831503,2016,05/11/2016 03:48:18 PM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
215,53062.0,10498701,HZ240110,04/25/2016 07:12:00 PM,003XX E 47TH ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,1,0,215,2,3,38,10,1178930,1873923,2016,05/11/2016 03:48:18 PM,41.809340827,-87.619234738,"(41.809340827, -87.619234738)"
216,53387.0,10500065,HZ241180,04/26/2016 04:55:00 PM,019XX S JEFFERSON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,1235,12,25,31,08B,1172638,1890906,2016,05/11/2016 03:48:18 PM,41.856084827,-87.6418111,"(41.856084827, -87.6418111)"
217,53756.0,10501230,HZ242280,04/27/2016 01:44:00 PM,073XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,1,323,3,6,69,08B,1182827,1856621,2016,05/11/2016 03:48:18 PM,41.761772852,-87.605478606,"(41.761772852, -87.605478606)"
218,53886.0,10503970,HZ244601,04/28/2016 04:15:00 PM,009XX E MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,321,3,5,42,08B,1183781,1861450,2016,05/11/2016 03:48:18 PM,41.775001884,-87.601831608,"(41.775001884, -87.601831608)"
219,54950.0,10506826,HZ248585,05/02/2016 08:30:00 AM,0000X W ILLINOIS ST,890,THEFT,FROM BUILDING,HOTEL/MOTEL,0,0,1831,18,42,8,6,1175666,1903593,2016,05/11/2016 03:48:18 PM,41.890831286,-87.63031551,"(41.890831286, -87.63031551)"
220,55232.0,10509551,HZ250977,05/04/2016 11:55:00 AM,047XX W VAN BUREN ST,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,0,0,1131,11,24,25,3,1144836,1897606,2016,05/11/2016 03:50:55 PM,41.875039579,-87.743690267,"(41.875039579, -87.743690267)"
221,56011.0,10511436,HZ250028,05/03/2016 04:00:00 PM,052XX W HENDERSON ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,0,1,1634,16,38,15,20,1140942,1921773,2016,05/11/2016 03:48:18 PM,41.941429088,-87.757391847,"(41.941429088, -87.757391847)"
222,56250.0,10511506,HZ252306,05/03/2016 12:25:00 PM,0000X W MONROE ST,890,THEFT,FROM BUILDING,RESTAURANT,0,0,112,1,42,32,6,1175804,1899905,2016,05/11/2016 03:48:18 PM,41.880708104,-87.629919733,"(41.880708104, -87.629919733)"
223,56294.0,10512282,HZ253341,03/31/2016 02:00:00 PM,045XX S WOODLAWN AVE,890,THEFT,FROM BUILDING,RESIDENCE,0,0,222,2,4,39,6,,,2016,05/11/2016 03:48:18 PM,,,
224,56382.0,10512552,HZ253503,11/01/2014 09:00:00 AM,004XX E ERIE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),0,0,1834,18,42,8,11,,,2014,05/11/2016 03:48:18 PM,,,
225,57208.0,10513260,HZ254755,05/03/2016 08:00:00 AM,066XX S OAKLEY AVE,620,BURGLARY,UNLAWFUL ENTRY,VACANT LOT/LAND,0,0,832,8,15,66,5,1162217,1860559,2016,05/11/2016 03:48:18 PM,41.773032995,-87.680907049,"(41.773032995, -87.680907049)"
226,57358.0,10515399,HZ257438,04/04/2016 02:50:00 PM,048XX W CHICAGO AVE,560,ASSAULT,SIMPLE,LIBRARY,1,0,1531,15,37,25,08A,,,2016,05/11/2016 03:48:18 PM,,,
227,57943.0,20859,HW254987,05/01/2013 01:26:00 AM,019XX S DRAKE AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,1,0,1024,10,24,29,01A,1153059,1890107,2013,05/11/2016 03:48:18 PM,41.854302497,-87.713697274,"(41.854302497, -87.713697274)"
228,58593.0,10508708,HZ250538,05/04/2016 12:22:00 AM,002XX S LAVERGNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,0,1533,15,28,25,08B,1143291,1898743,2016,05/11/2016 03:50:55 PM,41.878188634,-87.74933454,"(41.878188634, -87.74933454)"
229,58945.0,10508718,HZ250571,05/04/2016 02:40:00 AM,036XX W FIFTH AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,0,0,1133,11,28,27,3,1151974,1897714,2016,05/11/2016 03:50:55 PM,41.875198392,-87.717479393,"(41.875198392, -87.717479393)"
230,59731.0,10508719,HZ250574,05/04/2016 02:40:00 AM,008XX W 61ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,1,1,712,7,16,68,14,1171829,1864403,2016,05/11/2016 03:50:55 PM,41.78337588,-87.645559181,"(41.78337588, -87.645559181)"
231,59753.0,10508720,HZ250543,05/04/2016 01:10:00 AM,068XX S WOOD ST,820,THEFT,$500 AND UNDER,STREET,0,0,726,7,17,67,6,1165527,1859374,2016,05/11/2016 03:50:55 PM,41.769711651,-87.668806946,"(41.769711651, -87.668806946)"
232,59797.0,10508721,HZ250573,05/04/2016 02:15:00 AM,035XX W 47TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,0,0,821,8,14,58,04A,1153352,1873237,2016,05/11/2016 03:50:55 PM,41.80800325,-87.713068922,"(41.80800325, -87.713068922)"
233,60037.0,10508722,HZ250557,05/04/2016 01:07:00 AM,051XX N MONTCLARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1613,16,41,10,14,1127987,1933730,2016,05/11/2016 03:50:55 PM,41.974469406,-87.804736475,"(41.974469406, -87.804736475)"
234,60817.0,10508725,HZ250550,05/04/2016 12:30:00 AM,005XX S MICHIGAN AVE,850,THEFT,ATTEMPT THEFT,SIDEWALK,0,0,123,1,2,32,6,1177364,1897937,2016,05/11/2016 03:50:55 PM,41.875272573,-87.624251314,"(41.875272573, -87.624251314)"
235,60992.0,10508727,HZ250547,05/04/2016 01:20:00 AM,004XX E 89TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,632,6,6,44,14,1180652,1846066,2016,05/11/2016 03:50:55 PM,41.732858969,-87.613773644,"(41.732858969, -87.613773644)"
236,61756.0,10509595,HZ251093,05/04/2016 11:05:00 AM,023XX S WHIPPLE ST,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,APARTMENT,1,0,1033,10,24,30,08A,1156395,1888243,2016,05/11/2016 03:50:55 PM,41.849120759,-87.70150309,"(41.849120759, -87.70150309)"
237,61778.0,10508729,HZ250546,05/04/2016 01:24:00 AM,073XX S KEDZIE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,1,0,835,8,18,66,04B,1156362,1855760,2016,05/11/2016 03:50:55 PM,41.759983683,-87.702499202,"(41.759983683, -87.702499202)"
238,61843.0,10509597,HZ250837,05/04/2016 10:31:00 AM,081XX S BISHOP ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",1,0,614,6,21,71,08B,1168085,1850698,2016,05/11/2016 03:50:55 PM,41.745848924,-87.659679467,"(41.745848924, -87.659679467)"
239,62365.0,10508730,HZ250542,05/04/2016 12:05:00 AM,012XX N WELLS ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,1,1,1821,18,43,8,04B,1174476,1908840,2016,05/11/2016 03:50:55 PM,41.905256002,-87.634528781,"(41.905256002, -87.634528781)"
240,62387.0,10508733,HZ250575,05/04/2016 02:30:00 AM,092XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,634,6,21,49,08B,1177233,1843711,2016,05/11/2016 03:50:55 PM,41.7264743,-87.626369797,"(41.7264743, -87.626369797)"
241,62497.0,10508734,HZ250522,05/04/2016 12:33:00 AM,012XX W 78TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,612,6,17,71,08B,1169538,1853064,2016,05/11/2016 03:50:55 PM,41.75231021,-87.654286963,"(41.75231021, -87.654286963)"
242,62541.0,10509608,HZ251109,05/04/2016 10:30:00 AM,034XX N TRIPP AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,0,0,1731,17,30,16,5,1147446,1922503,2016,05/11/2016 03:50:55 PM,41.943309868,-87.733468027,"(41.943309868, -87.733468027)"
243,62782.0,10508735,HZ250576,05/04/2016 03:00:00 AM,062XX S DR MARTIN LUTHER KING JR DR,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,1,0,313,3,20,42,04B,1179992,1863705,2016,05/11/2016 03:50:55 PM,41.781277428,-87.615652432,"(41.781277428, -87.615652432)"
244,63024.0,10508736,HZ250568,05/04/2016 02:08:00 AM,035XX W GRENSHAW ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,1,1,1133,11,24,29,04A,1152965,1894830,2016,05/11/2016 03:50:55 PM,41.86726481,-87.713917226,"(41.86726481, -87.713917226)"
245,63089.0,10508737,HZ250548,05/04/2016 01:30:00 AM,006XX W 60TH ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,0,1,711,7,20,68,08A,1172893,1864872,2016,05/11/2016 03:50:55 PM,41.784639447,-87.641644377,"(41.784639447, -87.641644377)"
246,63154.0,10508739,HZ250579,05/04/2016 03:20:00 AM,059XX S MORGAN ST,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,0,0,712,7,16,68,3,1170660,1865499,2016,05/11/2016 03:50:55 PM,41.78640901,-87.649813179,"(41.78640901, -87.649813179)"
247,63306.0,10508740,HZ250549,05/04/2016 12:02:00 AM,001XX E 123RD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,0,1,532,5,9,53,20,1179244,1823430,2016,05/11/2016 03:50:55 PM,41.670774853,-87.619618985,"(41.670774853, -87.619618985)"
248,63546.0,10508743,HZ250519,05/04/2016 12:01:00 AM,037XX N HALSTED ST,560,ASSAULT,SIMPLE,BAR OR TAVERN,0,0,1925,19,46,6,08A,1170251,1925095,2016,05/11/2016 03:50:55 PM,41.949953889,-87.649572294,"(41.949953889, -87.649572294)"
249,63872.0,10508749,HZ250593,05/04/2016 03:40:00 AM,019XX E 71ST ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,0,0,332,3,5,43,3,1190349,1858310,2016,05/11/2016 03:50:55 PM,41.766229647,-87.577855722,"(41.766229647, -87.577855722)"
250,64223.0,10508751,HZ250589,05/04/2016 03:50:00 AM,005XX E PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,214,2,3,38,14,1180347,1879231,2016,05/11/2016 03:50:55 PM,41.823873974,-87.61387448,"(41.823873974, -87.61387448)"
251,65529.0,10508753,HZ250560,05/04/2016 12:56:00 AM,036XX N SHEFFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,0,0,1923,19,44,6,15,1168958,1924315,2016,05/11/2016 03:50:55 PM,41.947841746,-87.654347901,"(41.947841746, -87.654347901)"
252,65551.0,10508756,HZ250592,05/04/2016 04:00:00 AM,020XX W CHASE AVE,460,BATTERY,SIMPLE,STREET,0,0,2424,24,49,1,08B,1161445,1948370,2016,05/11/2016 03:50:55 PM,42.014009614,-87.681290785,"(42.014009614, -87.681290785)"
253,65942.0,10508762,HZ250607,05/04/2016 05:30:00 AM,028XX W POLK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,0,1135,11,2,27,08B,1157593,1896245,2016,05/11/2016 03:50:55 PM,41.871054822,-87.696888584,"(41.871054822, -87.696888584)"
254,65964.0,10508775,HZ250594,05/04/2016 03:00:00 AM,023XX S CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,1033,10,12,30,08B,1158058,1888522,2016,05/11/2016 03:50:55 PM,41.849852628,-87.695392076,"(41.849852628, -87.695392076)"
255,66095.0,10509610,HZ251127,05/04/2016 01:57:00 PM,022XX S WHIPPLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0,0,1033,10,12,30,11,1156374,1888999,2016,05/11/2016 03:50:55 PM,41.851195732,-87.70155975,"(41.851195732, -87.70155975)"
256,67203.0,10508784,HZ250591,05/04/2016 02:10:00 AM,084XX S BUFFALO AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,0,1,424,4,10,46,04B,1199605,1849703,2016,05/11/2016 03:50:55 PM,41.742383379,-87.544219272,"(41.742383379, -87.544219272)"
257,67225.0,10508789,HZ250580,05/04/2016 03:35:00 AM,002XX E WALTON ST,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,0,0,1833,18,42,8,3,1178206,1906978,2016,05/11/2016 03:50:55 PM,41.900062396,-87.620884259,"(41.900062396, -87.620884259)"
258,67573.0,10508791,HZ250613,05/04/2016 05:50:00 AM,033XX S PRAIRIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,211,2,3,35,08B,1178484,1882777,2016,05/11/2016 03:50:55 PM,41.83364708,-87.620601187,"(41.83364708, -87.620601187)"
259,67894.0,10508799,HZ250609,05/04/2016 05:50:00 AM,062XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,712,7,16,68,14,1170715,1863427,2016,05/11/2016 03:50:55 PM,41.780722001,-87.649671925,"(41.780722001, -87.649671925)"
260,68134.0,10508800,HZ250599,05/04/2016 04:30:00 AM,043XX N CENTRAL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),0,0,1624,16,38,15,7,1138222,1928502,2016,05/11/2016 03:50:55 PM,41.959943835,-87.767225719,"(41.959943835, -87.767225719)"
261,68222.0,10508805,HZ250534,05/04/2016 12:53:00 AM,054XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),0,0,1522,15,29,25,14,1140357,1898140,2016,05/11/2016 03:50:55 PM,41.876588202,-87.760122455,"(41.876588202, -87.760122455)"
262,68459.0,10508807,HZ250617,05/04/2016 05:00:00 AM,091XX S SOUTH CHICAGO AVE,460,BATTERY,SIMPLE,APARTMENT,0,0,423,4,7,46,08B,1196948,1844748,2016,05/11/2016 03:50:55 PM,41.728852906,-87.554118677,"(41.728852906, -87.554118677)"
263,68786.0,10508818,HZ250597,05/04/2016 04:40:00 AM,040XX W ADAMS ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,0,0,1115,11,28,26,2,1149424,1898703,2016,05/11/2016 03:50:55 PM,41.877962146,-87.726816388,"(41.877962146, -87.726816388)"
264,69152.0,10508824,HZ250559,05/04/2016 01:40:00 AM,105XX S EBERHART AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,0,1,512,5,9,49,04B,1181447,1835083,2016,05/11/2016 03:50:55 PM,41.702701967,-87.6111987,"(41.702701967, -87.6111987)"
265,69393.0,10508835,HZ250598,05/04/2016 04:35:00 AM,080XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,0,0,631,6,6,44,14,1182955,1851770,2016,05/11/2016 03:50:55 PM,41.748458232,-87.605159961,"(41.748458232, -87.605159961)"
266,69761.0,10508836,HZ250588,05/04/2016 04:05:00 AM,082XX S CALUMET AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,0,0,631,6,6,44,3,1179907,1850378,2016,05/11/2016 03:50:55 PM,41.744708666,-87.616371298,"(41.744708666, -87.616371298)"
267,70256.0,10508847,HZ250622,05/04/2016 06:14:00 AM,059XX N TALMAN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,1,0,2011,20,40,2,26,1157590,1939410,2016,05/11/2016 03:50:55 PM,41.989502743,-87.695721082,"(41.989502743, -87.695721082)"
268,70585.0,10508849,HZ250614,05/04/2016 05:40:00 AM,065XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,STREET,0,0,321,3,20,42,6,1182684,1861922,2016,05/11/2016 03:50:55 PM,41.776322631,-87.605838376,"(41.776322631, -87.605838376)"
269,71001.0,10508859,HZ250623,05/04/2016 06:35:00 AM,069XX N OTTAWA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,1611,16,41,9,08B,1124413,1945393,2016,05/11/2016 03:50:55 PM,42.006533625,-87.817621168,"(42.006533625, -87.817621168)"
270,71306.0,10508915,HZ250645,05/04/2016 07:40:00 AM,005XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,1,0,123,1,2,32,26,1176446,1897964,2016,05/11/2016 03:50:55 PM,41.875367424,-87.627620993,"(41.875367424, -87.627620993)"
271,71526.0,10508950,HZ250642,05/04/2016 02:00:00 AM,010XX N LAWNDALE AVE,890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),0,0,1112,11,27,23,6,1151525,1906649,2016,05/11/2016 03:50:55 PM,41.899725792,-87.71889305,"(41.899725792, -87.71889305)"
272,71702.0,10508961,HZ250701,05/04/2016 07:49:00 AM,085XX W BRYN MAWR AVE,810,THEFT,OVER $500,HOTEL/MOTEL,0,0,1614,16,41,76,6,1118477,1936072,2016,05/11/2016 03:50:55 PM,41.981051826,-87.839658835,"(41.981051826, -87.839658835)"
273,71724.0,10508981,HZ250673,05/04/2016 07:30:00 AM,009XX W THORNDALE AVE,460,BATTERY,SIMPLE,TAXICAB,0,0,2433,24,48,77,08B,1168600,1939715,2016,05/11/2016 03:50:55 PM,41.990107594,-87.655215776,"(41.990107594, -87.655215776)"
274,71896.0,10509023,HZ250661,05/04/2016 02:00:00 AM,050XX S MICHIGAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),0,0,224,2,3,38,7,1178010,1871663,2016,05/11/2016 03:50:55 PM,41.803160112,-87.622677645,"(41.803160112, -87.622677645)"
275,72050.0,10509048,HZ250690,05/04/2016 08:11:00 AM,037XX S HONORE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,0,1,912,9,11,59,26,1164632,1879998,2016,05/11/2016 03:50:55 PM,41.82632535,-87.671505581,"(41.82632535, -87.671505581)"
276,72094.0,10509049,HZ250657,05/04/2016 07:20:00 AM,052XX S ROCKWELL ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,923,9,14,63,5,1159923,1869928,2016,05/11/2016 03:50:55 PM,41.798790264,-87.689058976,"(41.798790264, -87.689058976)"
277,72900.0,10509050,HZ250739,05/04/2016 08:00:00 AM,063XX N TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,2413,24,50,2,08B,1157512,1941944,2016,05/11/2016 03:50:55 PM,41.996457737,-87.695938606,"(41.996457737, -87.695938606)"
278,73272.0,10509064,HZ250641,05/04/2016 06:50:00 AM,044XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,0,922,9,14,58,08B,1156108,1875096,2016,05/11/2016 03:50:55 PM,41.813049566,-87.70291051,"(41.813049566, -87.70291051)"
279,74684.0,10509070,HZ250768,05/04/2016 09:00:00 AM,014XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,0,0,1824,18,43,8,11,1176800,1910080,2016,05/11/2016 03:50:55 PM,41.908606347,-87.625954515,"(41.908606347, -87.625954515)"
280,75138.0,10509072,HZ250749,05/04/2016 08:48:00 AM,049XX S LAFLIN ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,0,1,933,9,16,61,04B,1167175,1871806,2016,05/11/2016 03:50:55 PM,41.803791478,-87.662410496,"(41.803791478, -87.662410496)"
281,76788.0,10509074,HZ250674,05/04/2016 07:06:00 AM,040XX W 31ST ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,1,0,1031,10,22,30,24,1149754,1883727,2016,05/11/2016 03:50:55 PM,41.836859767,-87.725993659,"(41.836859767, -87.725993659)"
282,76983.0,10509093,HZ250731,05/04/2016 12:00:00 AM,064XX S YALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,0,0,722,7,20,68,7,1175613,1862240,2016,05/11/2016 03:50:55 PM,41.77735648,-87.631750523,"(41.77735648, -87.631750523)"
283,77005.0,10509095,HZ250633,05/04/2016 06:20:00 AM,067XX S THROOP ST,820,THEFT,$500 AND UNDER,STREET,0,0,724,7,17,67,6,1168817,1860176,2016,05/11/2016 03:50:55 PM,41.771842053,-87.656724119,"(41.771842053, -87.656724119)"
284,77027.0,10509099,HZ250779,05/04/2016 09:03:00 AM,003XX N CENTRAL AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1,0,1523,15,28,25,18,1138983,1901704,2016,05/11/2016 03:50:55 PM,41.886393351,-87.765080772,"(41.886393351, -87.765080772)"
285,77180.0,10509106,HZ250804,05/04/2016 09:40:00 AM,055XX W CORCORAN PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,1523,15,28,25,18,1139214,1902011,2016,05/11/2016 03:50:55 PM,41.887231597,-87.764224994,"(41.887231597, -87.764224994)"
286,77722.0,10509108,HZ250691,05/04/2016 07:50:00 AM,065XX S MORGAN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,1,1,723,7,17,68,26,1170769,1861488,2016,05/11/2016 03:50:55 PM,41.775399976,-87.649530478,"(41.775399976, -87.649530478)"
287,77788.0,10509116,HZ250649,05/04/2016 07:00:00 AM,039XX W ROOSEVELT RD,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,1,0,1132,11,24,29,24,1150472,1894425,2016,05/11/2016 03:50:55 PM,41.866202441,-87.723080029,"(41.866202441, -87.723080029)"
288,77811.0,10509131,HZ250778,05/04/2016 05:30:00 AM,066XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,STREET,0,0,724,7,17,68,3,1170123,1860875,2016,05/11/2016 03:50:55 PM,41.7737319,-87.651916442,"(41.7737319, -87.651916442)"
289,78074.0,10509132,HZ250606,05/04/2016 03:50:00 AM,047XX N KNOX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,1722,17,45,16,08B,1144516,1931041,2016,05/11/2016 03:50:55 PM,41.966794623,-87.744021578,"(41.966794623, -87.744021578)"
290,78380.0,10509140,HZ250740,05/04/2016 12:30:00 AM,011XX N CLARK ST,860,THEFT,RETAIL THEFT,DRUG STORE,1,0,1824,18,42,8,6,1175324,1908199,2016,05/11/2016 03:50:55 PM,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
291,78423.0,10509170,HZ250727,05/04/2016 08:15:00 AM,010XX W 111TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,2234,22,34,75,3,1171468,1831207,2016,05/11/2016 03:50:55 PM,41.692289426,-87.647852131,"(41.692289426, -87.647852131)"
